Title,Organization,Course_rating,Course_level,Course_certificate,Course_duration,Students_ratings,Web,Course_clases,Course_actual_price,Course_original_price,Course_price,Course_students_enrolled,Course_description
Bordado de moda: embellece tu ropa con mostacillas,Un curso de Jodie Ruffle,,,,,,Domestika,,,,"21,99€",1469.0,Aprende técnicas para dar vida a tus imágenes y crear efectos sorprendentes con Photoshop y After Effects
"Diseño de producto: colores, materiales y formas",Un curso de Lex Pott,,,,,,Domestika,,,,"14,99€",2149.0,Aprende a crear una lámpara contemporánea de forma circular tejida con cuerdas gruesas y lana mechada
Ilustración con tinta y plumilla: captura el mundo natural,Un curso de Philip Harris,,,,,,Domestika,,,,"19,99€",269.0,Aprende técnicas de bordado para recrear el pelaje y aportar textura a tus retratos realistas de animales
Creación de personajes para libros ilustrados con acuarelas,Un curso de Lorenzo Sangió,,,,,,Domestika,,,,"18,99€",1567.0,Aprende a crear accesorios delicados y resistentes al agua con técnicas japonesas tradicionales de papiroflexia y motivos pintados a mano
Fotografía de producto: del celular al retoque digital,Un curso de Karina Meza,,,,,,Domestika,,,,"14,99€",6394.0,"Aprende a escribir, dibujar y entintar un cómic basado en tus experiencias personales, desde la idea original a la página final"
Creación de terrarios con la técnica Tiffany,Un curso de Páramo Store,,,,,,Domestika,,,,"18,99€",1795.0,Aprende a utilizar herramientas digitales para dar vida a protagonistas llenos de detalles y expresividad
Storytelling de marca: aprende a diferenciarte,Un curso de Guillaume Lamarre,,,,,,Domestika,,,,"23,99€",1756.0,"Explora composición, colores, contraste y texturas para crear ilustraciones futuristas de inspiración retro"
Diseño de tu propia lámpara de papel,Un curso de Kate Colin,,,,,,Domestika,,,,"15,99€",860.0,Explora el collage y técnicas digitales para transformar tus imágenes en retratos artísticos únicos con Photoshop y Camera Raw
Retrato ilustrado con estilo art nouveau,Un curso de Celeste Vargas Hoshi,,,,,,Domestika,,,,"23,99€",1793.0,Aprende a tejer amigurumis con forma humana a partir de un mismo cuerpo base y retrata a quien tú quieras con hilo y aguja
Diseño de identidad de marca: expresa visualmente su esencia,Un curso de Mumfolk Studio,,,,,,Domestika,,,,"14,99€",212.0,"Aprende a convertir la madera en un material textil a partir de medir, cortar y unir chapas flexibles para crear estructuras con volumen"
Del diario personal al relato de no ficción,Un curso de Daniel Saldaña París,,,,,,Domestika,,,,"18,99€",261.0,Iníciate en el mundo de la impresión 3D y convierte tus diseños en complementos originales llenos de color y textura
Animación para diseño de logos tipográficos,Un curso de Holke 79,,,,,,Domestika,,,,"21,99€",901.0,"Descubre la ilustración ""tradigital"" y combina técnicas tradicionales con herramientas digitales para crear obras contemporáneas inspiradas en motivos japoneses"
Fotografía de producto conceptual para publicidad,Un curso de Tibor Galamb,,,,,,Domestika,,,,"14,99€",2747.0,"Aprende técnicas de lettering manual para crear composiciones originales de palabras, letras y frases que reflejen tu estilo personal"
Tapiz y tejido de punto aplicado a prendas y accesorios,Un curso de Lorena Madrazo Ciruelos,,,,,,Domestika,,,,"18,99€",232.0,"Aprende a pintar con gouache y explora diferentes colores, texturas y pinceladas utilizando tu sketchbook como lienzo"
Creación de coronas con flores secas,Un curso de Roberta Santilli,,,,,,Domestika,,,,"15,99€",231.0,"Aprende a ilustrar personajes increíbles con volumen, textura, movimiento y mucho color, usando técnicas como las acuarelas, tinta, lápices o tramas"
Secretos del naming: metodología y creatividad,Un curso de Carlos Cornejo · Secretname,,,,,,Domestika,,,,"18,99€",4612.0,"Diseña moldes sencillos pero versátiles con los que crear tu propia colección cerámica usando el design thinking, el colado en molde y técnicas de color"
Diario naturalista en acuarela,Un curso de Berta Llonch,,,,,,Domestika,,,,"15,99€",217.0,"Aprende a ilustrar escenas ambientales con elementos manga desde cero, desde la composición y el diseño de personajes hasta el line art y el sombreado"
Creación de cuentos de ficción con personajes reales,Un curso de Penélope Córdova,,,,,,Domestika,,,,"18,99€",778.0,Aprende técnicas de bordado manual con pedrería y diseña piezas llenas de brillo y personalidad para decorar tu cabello
Lettering 3D: crea una composición increíble,Un curso de Tarwane,,,,,,Domestika,,,,"24,99€",487.0,Aprende a capturar la esencia de tus viajes explorando técnicas de fotografía nocturna y diurna para generar conexiones auténticas con tus seguidores
Animación y expresión de personajes con Maya,Un curso de Sagar Arun,,,,,,Domestika,,,,"16,99€",192.0,Aprende técnicas avanzadas para crear puntadas con volumen y deja volar tu imaginación con el hilo y la aguja
Creación de ritmos Lo-fi con Ableton Live y Push,Un curso de JNTHN STEIN,,,,,,Domestika,,,,"18,99€",145.0,"Aprende a capturar imágenes atractivas de alimentos con luz directa e indirecta, explorando las técnicas de composición, iluminación y edición"
Autorretrato como diario personal,Un curso de Daniella Benedetti,,,,,,Domestika,,,,"15,99€",131.0,"Aprende técnicas de pintura digital para crear detallados retratos de personajes y explora elementos como pinceles, colores, valores o diseño"
Ilustraciones fantásticas con Procreate,Un curso de Michael Relth,,,,,,Domestika,,,,"16,99€",740.0,"Aprende el método para crear insignias autopromocionales y sus variaciones con técnicas como el mind map o lettering, desde la idea hasta su aplicación final"
Moldes geométricos hechos a mano: diseña objetos facetados,Un curso de Phil Cuttance,,,,,,Domestika,,,,"24,99€",747.0,Aprende técnicas para potenciar la conversión de una tienda online y aumenta sus ventas y suscriptores
Creación de patrones botánicos a partir de un dibujo,Un curso de Giulia Tosi,,,,,,Domestika,,,,"15,99€",322.0,"Aprende a dibujar a partir de la observación y llena tus ilustraciones de color, luz y textura utilizando diferentes técnicas de pintura"
Lettering en Illustrator para iPad,Un curso de Alejandro Solórzano,,,,,,Domestika,,,,"17,99€",250.0,"Aprende técnicas, nudos y patrones para elaborar lámparas que decoren cualquier espacio"
Técnicas narrativas para cómics con alma,Un curso de Cristina Durán & Miguel Á. Giner Bou,,,,,,Domestika,,,,"14,99€",342.0,Aprende a producir efectos especiales de principio a fin y crea un video realista con elementos surrealistas renderizando y componiendo secuencias de acción en vivo
Creación de presets: edita con Lightroom desde tu smartphone,Un curso de Marioly Vázquez,,,,,,Domestika,,,,"19,99€",753.0,Aprende cómo observar e interpretar animales para crear ilustraciones experimentales que combinen técnicas digitales y analógicas
Needle felting: crea retratos con lana,Un curso de Dani Ives,,,,,,Domestika,,,,"18,99€",1278.0,"Aprende a tallar a mano una colección de sellos de caucho e imprime varias composiciones, desde ilustraciones a sencillos motivos y patrones"
Ilustración infantil: crea letras decorativas,Un curso de Julia Christians,,,,,,Domestika,,,,"21,99€",148.0,Aprende a diseñar contenido relevante y no invasivo vinculado a marcas y crea tu primera campaña de branded content
Diseño y tejido de calcetines en crochet,Un curso de Alicia Recio Rodríguez,,,,,,Domestika,,,,"15,99€",571.0,Aprende a pintar portadas de cómic dinámicas y atractivas con acuarela y dales vida a través de la posproducción digital
Fotorrealismo de espacios interiores con Lumion desde cero,Un curso de Angular Lab,,,,,,Domestika,,,,"14,99€",761.0,"Aprende a utilizar el cartón para convertir tus ideas en formas tridimensionales y juega con el papel maché, la luz y el color"
Procesos creativos para fotografía,Un curso de Felipe Morozini,,,,,,Domestika,,,,"14,99€",319.0,Explora el potencial del color y la luz para pintar escenas impactantes en Adobe Photoshop
Ilustración naturalista con pintura digital,Un curso de Jessica Roux,,,,,,Domestika,,,,"15,99€",115.0,Aprende cómo tejer paso a paso animales divertidos con un solo hilo y crea diseños que reflejen tu personalidad
Dibujo y modelado de entornos urbanos con AutoCAD y SketchUp,Un curso de Bruno Arancibia,,,,,,Domestika,,,,"23,99€",400.0,Aprende las bases de la iluminación y practica con una variedad de fuentes y configuraciones que lleven tus sesiones de fotos a otro nivel
Lanzamiento de tu primera marca de moda,Un curso de André Boffano,,,,,,Domestika,,,,"14,99€",709.0,"Aprende a crear ilustraciones únicas con técnicas mixtas, desde pintar con acrílico sobre tela y fieltrar con lana, hasta rematar todo con bordado"
Creación de una composición floral con acuarela,Un curso de Jennifer Lefèvre,,,,,,Domestika,,,,"21,99€",237.0,Aprende a entender el algoritmo de TikTok para desarrollar estrategias de contenido y métricas que te permitan ampliar tu comunidad en la plataforma
Bordado sobre tul con flores naturales y plantas,Un curso de Olga Prinku,,,,,,Domestika,,,,"18,99€",508.0,"Usa la magia de Procreate para dar vida a personajes fantásticos mediante ilustraciones llamativas que reflejen poses, accesorios, colores e iluminación"
Tipografía animada: diseña composiciones dinámicas,Un curso de Christophe Zidler,,,,,,Domestika,,,,"21,99€",312.0,"Aprende técnicas de impresión DIY, como la térmica o la transfer, y crea gráficas para chapas y discos de grupos con Photoshop e Illustrator"
Ilustración de retratos: Adobe Fresco para principiantes,Un curso de Carina Lindmeier,,,,,,Domestika,,,,"17,99€",460.0,"Descubre los principios de composición, iluminación y retoque en fotografía y aprende a tomar imágenes impactantes usando tan solo tu teléfono"
Fotografía comercial: encuentra tu propio estilo,Un curso de Aleksandra Kingo,,,,,,Domestika,,,,"21,99€",577.0,"Aprende a combinar textos, colores y otros elementos decorativos para dibujar letras atractivas en cualquier superficie"
Sketching arquitectónico y artístico con Procreate,Un curso de Ehab Alhariri,,,,,,Domestika,,,,"14,99€",4710.0,"Descubre técnicas para triunfar con tus retratos, desde la dirección del modelo al retoque fotográfico en Lightroom"
Pintura de vida salvaje con gouache,Un curso de Roxane Campoy,,,,,,Domestika,,,,"15,99€",3025.0,Aprende a tejer elementos botánicos de macramé en 3D con una variedad de técnicas como el nudo de ballestrinque o el nudo Alondra
Upcycling de muebles vintage con técnicas de pintura,Un curso de Chloe Kempster,,,,,,Domestika,,,,"15,99€",193.0,"Experimenta con la teoría del color y técnicas de pintura para representar la naturaleza con precisión, sutileza y belleza"
After Effects: anima los primeros pasos de tu personaje,Un curso de Moncho Massé,,,,,,Domestika,,,,"14,99€",282.0,Aprende técnicas de decoración con glaseado para convertir tus galletas de mantequilla en deliciosos personajes
Fundamentos del diseño de interiores: domina colores y texturas,Un curso de Shari Francis,,,,,,Domestika,,,,"21,99€",407.0,"Aprende a realizar el rediseño de la identidad visual de una marca con una metodología creativa y eficiente, desde el brief hasta la presentación al cliente"
Diseño de personajes: desarrolla tu propio estilo,Un curso de Dan Kelby,,,,,,Domestika,,,,"15,99€",395.0,"Descubre técnicas de programación creativa para crear imágenes en JavaScript que combinen color, movimiento y sonido"
Diseño de identidad visual para eventos,Un curso de Alexandro Valcarcel,,,,,,Domestika,,,,"14,99€",441.0,"Aprende a interpretar las emociones de tus personajes y realiza un doblaje fresco, ameno y original"
Negocios digitales: diseña y lanza tu idea desde cero,Un curso de Pablo Alaejos,,,,,,Domestika,,,,"15,99€",406.0,"Aprende a pintar al óleo retratos surrealistas inspirados en la cultura pop, desde la idea inicial hasta el barnizado final"
Dirección de videoclip: del concepto a la presentación,Un curso de Fred Ouro Preto,,,,,,Domestika,,,,"21,99€",287.0,Descubre los secretos de un buen brand content a través del desarrollo de una declaración de misión convincente y de contenido original para las redes sociales
Introducción a la locución,Un curso de Sergio Zamora Solá,,,,,,Domestika,,,,"19,99€",2790.0,Aprender a crear una marca auténtica combinando propósito y estrategia de marketing para lograr conexiones honestas y positivas con tu audiencia
Ilustración digital de patrones inspirados en la naturaleza,Un curso de Laura Lhuillier,,,,,,Domestika,,,,"18,99€",1900.0,"Aprende a crear guiones profesionales para cómics y novelas gráficas donde el ambiente de una escena, los personajes y el diálogo estén en sintonía"
Bluework: cianotipia y bordado,Un curso de Bugambilo,,,,,,Domestika,,,,"18,99€",2378.0,"Aprende técnicas de copywriting para transmitir la personalidad, los valores, la visión y la voz de una marca"
Fundamentos de escritura creativa: desarrolla tus personajes,Un curso de Mark Boutros,,,,,,Domestika,,,,"21,99€",140.0,"Descubre las infinitas posibilidades de la crema de mantequilla para decorar y aprende a diseñar, colorear y crear con manga pastelera animales irresistibles"
