,course_title,course_organization,course_price,course_students_enrolled,course_description,course_Certificate_type,course_difficulty,course_rating
1442,Experimentación con papel: crea un libro ilustrado con papercut,Un curso de Karishma Chugani,"18,99€",627,Aprende técnicas de tejido contemporáneas que exploran el espacio positivo y el negativo para decorar tu hogar con piezas únicas tejidas a mano,,,
1443,Diseño de aplicaciones: creación de prototipos para principiantes,Un curso de Filippos Protogeridis,"15,99€",498,Aprende a convertir tus ilustraciones 2D en videos animados con técnicas de motion graphics,,,
1444,Técnicas de pintura al óleo: naturaleza muerta sobre papel,Un curso de Remi Cárdenas,"14,99€",2707,Aprende a diseñar un layout en Photoshop y trabaja con vectores en Illustrator para crear un cartel de concierto inspirado en la estética rock de los años 50,,,
1445,Introducción al diseño de espacios efímeros,Un curso de Luca Hugo Brucculeri,"14,99€",429,Aprende a desarrollar una idea cautivadora para un libro ilustrado y convertirla en una propuesta profesional atractiva para el mercado editorial,,,
1446,Técnicas de escritura para vender ideas,Un curso de Raquel Marín Álvarez,"21,99€",150,Aprende a potenciar la presencia digital de cualquier marca creando una estrategia efectiva centrada en sus clientes,,,
1447,Diario ilustrado: una práctica diaria y consciente,Un curso de Kate Sutton,"14,99€",3929,Explora la pintura digital desde una visión tradicional para crear retratos expresivos llenos de textura,,,
1448,Branding personal digital: metodología HyperThinking,Un curso de Philip Weiss,"15,99€",1150,"Aprende herramientas y recursos para iniciarte en el food styling y lograr imágenes gastronómicas atractivas, impactantes y profesionales.",,,
1449,Cinematografía con luz natural,Un curso de Albin Sjödin,"15,99€",2947,"Aprende a crear patrones de punto con elementos gráficos y experimenta con colores, formas y materiales para reinterpretar la artesanía tradicional",,,
1450,Retrato en barro: modela un rostro a escala real,Un curso de Efraïm Rodríguez,"21,99€",282,Aprende a materializar tus ideas en productos modelados e impresos en 3D desde una perspectiva comercial,,,
1451,Diseño y construcción de muebles de madera,Un curso de Danillo Faria,"15,99€",2221,Aprende técnicas de acuarela y descubre cómo transformar tus ilustraciones en tu propia línea de productos adaptando su composición a todo tipo de soportes,,,
1452,Estrategia de marca: define la experiencia del usuario,Un curso de John Williamson,"21,99€",1494,Aprende a organizar y a aplicar tu marca al mundo real desarrollando una guía visual profesional desde la concepción hasta su presentación,,,
1453,Ilustración infantil para carteles,Un curso de Luis San Vicente,"15,99€",110,"Establece una línea artística para publicar una obra editorial exitosa, desde la conceptualización y el diseño gráfico hasta su impresión final",,,
1454,Diseño práctico: reinventa tu proceso creativo,Un curso de Jan Wilker,"14,99€",1044,"Da vida a tus ideas con un enfoque 5D para diseñar productos que combinen un prototipo 3D y bocetos 2D, realzando el color, material y acabados",,,
1455,Diseña tu propio proceso creativo,Un curso de Alejandro Masferrer,"16,99€",1368,Aprende un método tradicional para crear piezas colgantes contemporáneas de arte vitral inspiradas en el mundo que te rodea,,,
1456,Cuaderno de artista: explora técnicas de ilustración,Un curso de Jesús Cisneros,"18,99€",381,Aprende cómo monetizar tu talento a través de estrategias para optimizar tu creatividad desde tu sitio web y conseguir tráfico de clientes potenciales,,,
1457,Técnicas de marmoleado en cerámica,Un curso de Coralí Lecca Céspedes,"18,99€",1043,Aprende a capturar la expresión y la belleza de las personas a través de la pintura al óleo sobre papel sin dibujo previo,,,
1458,Fotografía móvil de espacios interiores,Un curso de BaconStudio,"14,99€",3771,Aprende diferentes estilos para crear paso a paso tu primera colección de accesorios de moda para el cabello versátiles y llenos de glamur,,,
1459,Branding digital: desarrolla tu marca en el mundo online,Un curso de Óscar Eduardo Bejarano Cabrera,"24,99€",1442,Descubre cómo diseñar y fotografiar la primera sesión de fotos de un bebé y aprende a editar las imágenes en Photoshop,,,
1460,Diseño de personajes: ilustra una criatura expresiva,Un curso de Sam Nassour,"18,99€",8612,Aprende a crear fondos y decorados imaginativos para realzar cualquier espacio o evento usando técnicas DIY innovadoras,,,
1461,Ilustración con acrílico: crea universos mágicos,Un curso de Adolfo Serra,"23,99€",3044,Aprende a mostrar lo mejor de tu perfil profesional para acercarte a los empleos de tus sueños y diseña el futuro de tu carrera,,,
1462,Producción musical: descubre los secretos de una gran canción,Un curso de Alejo Stivel,"15,99€",651,Combina letterings divertidos con motion graphics para crear GIF que destaquen en redes sociales,,,
1463,Estilismo y diseño de vestuario para espectáculos,Un curso de Lisa Katnić,"15,99€",11327,"Descubre cómo agregar hilos y texturas a una pieza de madera para crear una obra de arte, aprendiendo a perforar, coser o colgarla",,,
1464,Escritura narrativa original de principio a fin,Un curso de Afonso Cruz,"15,99€",4189,Aprende a ilustrar un juego de cartas de principio a fin para crear narrativas usando la misma línea gráfica y conceptual,,,
1465,Ilustración de universos marinos en acuarela,Un curso de Berta Llonch,"15,99€",1073,Recicla tus telas y sábanas viejas para crear bellos tapices decorativos usando la técnica tradicional del tejido con sobrantes,,,
1466,Bordado en miniatura: crea joyas textiles,Un curso de Yulia Sherbak,"15,99€",882,Aprende a crear ilustraciones que cuenten historias entrañables aplicando texturas análogas con herramientas digitales,,,
1467,Dirección creativa para fotografía de producto,Un curso de Josefina Mogrovejo,"18,99€",813,"Aprende técnicas básicas de modelado para crear divertidos personajes llenos de textura, luz y detalles usando el plug-in Redshift",,,
1468,Introducción a la fotografía analógica,Un curso de CARMENCITA FILM LAB,"17,99€",7845,"Aprende a diseñar identidades de marca frescas, dinámicas y vibrantes que conecten con la generación Z",,,
1469,Identidad de marca contemporánea: fusiona conceptos verbales y visuales,Un curso de Michael Johnson,"23,99€",878,"Aprende a crear un imaginario a partir del registro de actividades, notas y bocetos en tus libretas para después dar forma a dibujos originales",,,
1470,Ilustración editorial: crea una narrativa visual,Un curso de Laura Wächter,"14,99€",1011,Aprende los conceptos básicos para desarrollar desde cero un sitio web sin código completamente funcional con Webflow,,,
1471,Diseño de esculturas comestibles,Un curso de Marc Suárez Mulero,"19,99€",4670,"Descubre cómo alcanzar tus metas explorando enfoques de gestión mental, visualización y expresión con métodos prácticos",,,
1472,Diseño de logotipos: crea la identidad de una marca,Un curso de Steve Wolf,"15,99€",3430,Aprende a crear retratos que evoquen emociones y sensaciones con una iluminación natural,,,
1473,Escritura de un guion audiovisual de comedia,Un curso de Gonzalo Ladines,"23,99€",1912,"Inspírate en un recuerdo, en alguien que conoces o incluso en un desconocido para crear y desarrollar el protagonista de una gran historia",,,
1474,Ilustración de elementos naturales en acuarela,Un curso de Franncine de Miranda (Estúdio Luares),"14,99€",939,"Aprende a analizar las estructuras, las necesidades y los objetivos como punto de partida para diseñar espacios de trabajo con identidad propia",,,
1475,Sketching diario: desarrolla tu visión artística,Un curso de Alfonso De Anda,"19,99€",1190,Aprende a crear bordados llenos de colores y descubre cómo replicarlos las veces que quieras para dar personalidad a cualquier prenda,,,
1476,Fotografía expresiva: captura imágenes jugando con la luz,Un curso de Martina Matencio Ruiz Peinado,"16,99€",2901,"Aprende a crear con tus manos personajes fantásticos combinando colores, texturas y técnicas de modelado en arcilla",,,
1477,Diseño y construcción de lámparas de resina,Un curso de Studio Nucleo - Piergiorgio Robino,"14,99€",215,"Descubre el diseño dinámico de personajes y aprende a contar una historia a través de sus expresiones, sus poses, su vestuario y mucho más",,,
1478,Diseño de muebles: crea una lámpara de madera,Un curso de Fabien Cappello,"14,99€",366,Aprende a utilizar desde cero la herramienta más eficiente para el diseño de prototipos y descubre un mundo de posibilidades para el desarrollo web,,,
1479,Iniciación a la fotografía creativa de producto,Un curso de Weekend Creative,"17,99€",816,Aprende nuevos trucos y técnicas para modelar y animar esculturas en 3D y crea un GIF de estilo Memphis,,,
1480,Retrato bordado con elementos botánicos,Un curso de Andrea Orue,"15,99€",2220,Aprende a aplicar el concepto y el poder de los arquetipos para crear marcas con personalidad capaces de conectar con su audiencia,,,
1481,Ilustración en batik: técnica de teñido por reserva,Un curso de Ikaro Batik,"18,99€",590,Aprende a usar el pincel para rotular sobre vidrio e impacta con tus letreros hechos a mano,,,
1482,Introducción a la pintura digital,Un curso de Jean Fraisse,"15,99€",170,"Aprende a contar historias reales y sucesos de la vida cotidiana a través de imágenes, audio y técnicas periodísticas",,,
1483,Estampados creativos para diseño gráfico,Un curso de Giorgia Smiraglia,"21,99€",1810,Aprende a crear un proyecto de logotipo animado utilizando solo Unreal Engine 5 y descubre todo el potencial de los distintos módulos del software,,,
1484,Introducción al dibujo de retrato,Un curso de Alonso Palomino,"15,99€",423,"Aprende las bases del patronaje de un jersey a crochet, desde el escalado de tallas hasta cómo transcribirlo a un patrón profesional",,,
1485,Ilustración en acuarela para cuentos infantiles,Un curso de Antonia Roselló Rodríguez,"17,99€",578,Crea ilustraciones evocadoras de tus platos favoritos usando varias técnicas de acuarela y aprende a editarlas con Photoshop,,,
1486,Técnicas básicas de modelado decorativo en cerámica,Un curso de Kiara Hayashida,"17,99€",1058,Aprende las bases del lettering manual y encuentra tu propio estilo combinando ilustración y elementos tipográficos para narrar historias,,,
1487,Creación de un documental desde cero,Un curso de JRVISUALS,"24,99€",908,Aprende técnicas de ilustración digital y analógica para desarrollar tu estilo y promocionar tu trabajo en las redes sociales,,,
1488,Introducción a la caligrafía china,Un curso de Thomas Lam,"18,99€",3044,"Juega con los efectos de los materiales y con la luz, aprende a conseguir texturas únicas y crea un bodegón original en movimiento",,,
1489,Ilustración con papercut: crea libros extraordinarios,Un curso de Paz Tamburrini,"15,99€",3232,Aprende a comunicar información compleja a través de imágenes impactantes basadas en datos,,,
1490,Diseño editorial para principiantes,Un curso de Friendhood Studio,"23,99€",461,"Crea una bitácora ilustrada profesional y encuentra tu mirada como artista a través del juego, la exploración y ejercicios creativos",,,
1491,Renderizado de producto fotorrealista con KeyShot,Un curso de Nicolás Robertson,"15,99€",1907,Aprende a aplicar un enfoque pictórico al color y a la costura para desarrollar retratos monocromáticos que transmitan un mensaje poderoso,,,
1492,Ilustración y diseño de patrones florales,Un curso de Tatiana Boyko,"23,99€",3989,Aprende a tomar y editar retratos atractivos que cuenten una historia sobre sus protagonistas,,,
